[docId: 666, similarityVal: 163.14441442296936]
[docId: 899, similarityVal: 140.46173984939094]
[docId: 1030, similarityVal: 140.43522250723345]
[docId: 187, similarityVal: 140.3994856629325]
[docId: 1356, similarityVal: 140.37343844774816]
[docId: 856, similarityVal: 140.29628135387236]
[docId: 1177, similarityVal: 140.24036402671464]
[docId: 831, similarityVal: 140.17313103816846]
[docId: 352, similarityVal: 140.02586459958187]
[docId: 469, similarityVal: 139.94927372139387]
[docId: 1104, similarityVal: 139.91893900660017]
[docId: 537, similarityVal: 139.86419188441454]
[docId: 917, similarityVal: 139.68307179299404]
[docId: 364, similarityVal: 139.53902664549847]
[docId: 763, similarityVal: 139.42893529435787]
[docId: 1259, similarityVal: 139.36131856290814]
[docId: 1002, similarityVal: 139.1631005518434]
[docId: 959, similarityVal: 139.14918421404843]
[docId: 1237, similarityVal: 139.0734657631593]
[docId: 626, similarityVal: 139.0452164515494]
[docId: 318, similarityVal: 139.03439876601144]
[docId: 467, similarityVal: 138.95951429367096]
[docId: 1112, similarityVal: 138.8697664337541]
[docId: 667, similarityVal: 138.83094563031284]
[docId: 662, similarityVal: 138.76102058853823]
[docId: 1157, similarityVal: 138.65344671183894]
[docId: 668, similarityVal: 138.64715926480517]
[docId: 1182, similarityVal: 138.63370754727507]
[docId: 1205, similarityVal: 138.33483785784583]
[docId: 240, similarityVal: 138.31560699871048]
[docId: 1053, similarityVal: 138.26877599947665]
[docId: 1178, similarityVal: 138.23227275811044]
[docId: 1225, similarityVal: 137.98302816811577]
[docId: 376, similarityVal: 137.95857495442584]
[docId: 366, similarityVal: 137.78918714419407]
[docId: 1339, similarityVal: 137.71379318948163]
[docId: 196, similarityVal: 137.65057883019747]
[docId: 57, similarityVal: 137.63459993432832]
[docId: 180, similarityVal: 137.63315526721843]
[docId: 73, similarityVal: 137.59583400395172]
[docId: 94, similarityVal: 137.5830165001771]
[docId: 671, similarityVal: 137.56280496075095]
[docId: 121, similarityVal: 137.5563710901092]
[docId: 349, similarityVal: 137.5148942141408]
[docId: 328, similarityVal: 137.4868250388032]
[docId: 14, similarityVal: 137.47924797242285]
[docId: 27, similarityVal: 137.38435415450607]
[docId: 1105, similarityVal: 137.31492794701313]
[docId: 1055, similarityVal: 137.27886200806228]
[docId: 273, similarityVal: 137.27773746147227]
[docId: 56, similarityVal: 137.21613364456792]
[docId: 1013, similarityVal: 137.08892796244234]
[docId: 1107, similarityVal: 137.0840478219558]
[docId: 192, similarityVal: 136.97990977942104]
[docId: 885, similarityVal: 136.97766024184585]
[docId: 567, similarityVal: 136.88631972426901]
[docId: 370, similarityVal: 136.7404582539027]
[docId: 460, similarityVal: 136.6988978220284]
[docId: 1248, similarityVal: 136.66375093567584]
[docId: 522, similarityVal: 136.60369679683507]
[docId: 1023, similarityVal: 136.60290049364022]
[docId: 1067, similarityVal: 136.5344170342561]
[docId: 956, similarityVal: 136.5051396951164]
[docId: 498, similarityVal: 136.45273120090397]
[docId: 49, similarityVal: 136.43482457545832]
[docId: 433, similarityVal: 136.41767850757157]
[docId: 1198, similarityVal: 136.31620517343424]
[docId: 1377, similarityVal: 136.2578698055558]
[docId: 891, similarityVal: 136.2347640245849]
[docId: 601, similarityVal: 136.22095636169428]
[docId: 1062, similarityVal: 136.17505818025126]
[docId: 72, similarityVal: 136.17422329353994]
[docId: 410, similarityVal: 136.1301966554455]
[docId: 570, similarityVal: 136.12682633878185]
[docId: 1006, similarityVal: 136.1096820364994]
[docId: 398, similarityVal: 136.07355613727444]
[docId: 689, similarityVal: 136.06189376611525]
[docId: 550, similarityVal: 136.0109221721434]
[docId: 714, similarityVal: 136.00219452645956]
[docId: 951, similarityVal: 135.9997774358232]
[docId: 1191, similarityVal: 135.86112520387502]
[docId: 848, similarityVal: 135.8129177089512]
[docId: 346, similarityVal: 135.76501701738204]
[docId: 765, similarityVal: 135.74989301123446]
[docId: 803, similarityVal: 135.73716601794482]
[docId: 242, similarityVal: 135.5685234144926]
[docId: 916, similarityVal: 135.5319376928687]
[docId: 1355, similarityVal: 135.4599069515701]
[docId: 665, similarityVal: 135.4178733126875]
[docId: 207, similarityVal: 135.3486803219766]
[docId: 24, similarityVal: 135.26057456085582]
[docId: 105, similarityVal: 135.23278347246833]
[docId: 672, similarityVal: 135.1802713600178]
[docId: 360, similarityVal: 135.1755980432302]
[docId: 1008, similarityVal: 135.1360813435665]
[docId: 981, similarityVal: 135.13181473486847]
[docId: 63, similarityVal: 135.11135756641693]
[docId: 365, similarityVal: 135.08960372617838]
[docId: 133, similarityVal: 135.06373485467677]
[docId: 766, similarityVal: 135.03744284968673]
[docId: 562, similarityVal: 135.0191428954368]
[docId: 265, similarityVal: 134.95992191453055]
[docId: 1224, similarityVal: 134.94056758957436]
[docId: 1173, similarityVal: 134.80099594983736]
[docId: 15, similarityVal: 134.64540610856182]
[docId: 627, similarityVal: 134.61789795059374]
[docId: 838, similarityVal: 134.50067985787862]
[docId: 52, similarityVal: 134.3035973641335]
[docId: 222, similarityVal: 134.21044814342656]
[docId: 254, similarityVal: 134.19926833073714]
[docId: 930, similarityVal: 134.17399940068523]
[docId: 297, similarityVal: 134.17336743166103]
[docId: 1100, similarityVal: 134.12596838596326]
[docId: 932, similarityVal: 134.09134947494994]
[docId: 406, similarityVal: 134.02832603905614]
[docId: 955, similarityVal: 133.9425148572973]
[docId: 526, similarityVal: 133.93756559207782]
[docId: 261, similarityVal: 133.91131045241528]
[docId: 197, similarityVal: 133.90265859363038]
[docId: 1302, similarityVal: 133.71642903280159]
[docId: 26, similarityVal: 133.69150763409166]
[docId: 1172, similarityVal: 133.66987578961957]
[docId: 395, similarityVal: 133.66735630604344]
[docId: 21, similarityVal: 133.5411310385661]
[docId: 327, similarityVal: 133.5337218259824]
[docId: 1026, similarityVal: 133.52322391641053]
[docId: 547, similarityVal: 133.49302178366517]
[docId: 260, similarityVal: 133.45200770555664]
[docId: 983, similarityVal: 133.44804197065127]
[docId: 322, similarityVal: 133.44674538215529]
[docId: 232, similarityVal: 133.26537946254095]
[docId: 1246, similarityVal: 133.24639725731674]
[docId: 38, similarityVal: 133.24022657923183]
[docId: 363, similarityVal: 133.19637594731026]
[docId: 1184, similarityVal: 133.18583686714658]
[docId: 940, similarityVal: 133.14596681879198]
[docId: 1040, similarityVal: 133.10947721933184]
[docId: 952, similarityVal: 133.0929567236098]
[docId: 1123, similarityVal: 133.08158731297203]
[docId: 231, similarityVal: 133.0715668956359]
[docId: 315, similarityVal: 133.02148745589423]
[docId: 299, similarityVal: 133.00163335828728]
[docId: 781, similarityVal: 132.955873402861]
[docId: 1204, similarityVal: 132.9499625282673]
[docId: 382, similarityVal: 132.94685883923978]
[docId: 929, similarityVal: 132.93031197642338]
[docId: 541, similarityVal: 132.90133709507037]
[docId: 31, similarityVal: 132.90011142944985]
[docId: 81, similarityVal: 132.75950407987995]
[docId: 1039, similarityVal: 132.73562202251568]
[docId: 872, similarityVal: 132.66758832049183]
[docId: 1024, similarityVal: 132.65164967380605]
[docId: 1187, similarityVal: 132.5782853756581]
[docId: 901, similarityVal: 132.5117005397161]
[docId: 45, similarityVal: 132.50604905211162]
[docId: 1031, similarityVal: 132.42016453037144]
[docId: 1130, similarityVal: 132.3104811236355]
[docId: 1234, similarityVal: 132.30971475893892]
[docId: 1131, similarityVal: 132.3010853792531]
[docId: 1394, similarityVal: 132.24211868727062]
[docId: 823, similarityVal: 132.17415333865853]
[docId: 504, similarityVal: 132.15705260484057]
[docId: 1213, similarityVal: 132.14148472485]
[docId: 1116, similarityVal: 132.0880063640409]
[docId: 544, similarityVal: 132.06459006844742]
[docId: 17, similarityVal: 132.04283864688813]
[docId: 1015, similarityVal: 131.95021607437238]
[docId: 863, similarityVal: 131.9221843888563]
[docId: 3, similarityVal: 131.90777615468247]
[docId: 1083, similarityVal: 131.831758347222]
[docId: 1228, similarityVal: 131.82532408493068]
[docId: 372, similarityVal: 131.75782352608167]
[docId: 308, similarityVal: 131.74865270716728]
[docId: 13, similarityVal: 131.7252153399382]
[docId: 292, similarityVal: 131.70808165827913]
[docId: 311, similarityVal: 131.64616826760553]
[docId: 9, similarityVal: 131.6072323076676]
[docId: 1229, similarityVal: 131.5947253473826]
[docId: 481, similarityVal: 131.50888512351162]
[docId: 1381, similarityVal: 131.50823757238663]
[docId: 173, similarityVal: 131.49116019508594]
[docId: 170, similarityVal: 131.44334928032313]
[docId: 814, similarityVal: 131.4328913768285]
[docId: 606, similarityVal: 131.42117529917294]
[docId: 854, similarityVal: 131.29966554089899]
[docId: 573, similarityVal: 131.2759465462967]
[docId: 957, similarityVal: 131.2621651636752]
[docId: 89, similarityVal: 131.25014838073696]
[docId: 754, similarityVal: 131.24739513990835]
[docId: 898, similarityVal: 131.2416958294108]
[docId: 1264, similarityVal: 131.21163660679767]
[docId: 415, similarityVal: 131.1042045629248]
[docId: 1307, similarityVal: 130.99938758725855]
[docId: 50, similarityVal: 130.94030110256946]
[docId: 336, similarityVal: 130.93910880946325]
[docId: 935, similarityVal: 130.91102059585404]
[docId: 248, similarityVal: 130.8161091600502]
[docId: 566, similarityVal: 130.8088987451729]
[docId: 1383, similarityVal: 130.7179880558591]
[docId: 1046, similarityVal: 130.7142960458471]
[docId: 799, similarityVal: 130.56722518129817]
[docId: 1294, similarityVal: 130.55471512623294]
[docId: 1210, similarityVal: 130.54175913915398]
[docId: 283, similarityVal: 130.51493327898638]
[docId: 1300, similarityVal: 130.35268247304356]
[docId: 62, similarityVal: 130.23830540655973]
[docId: 1321, similarityVal: 130.23422956831237]
[docId: 894, similarityVal: 130.23296073659913]
[docId: 974, similarityVal: 130.15852084966426]
[docId: 472, similarityVal: 130.11681012091444]
[docId: 789, similarityVal: 130.10349449316297]
[docId: 585, similarityVal: 130.09362593707007]
[docId: 291, similarityVal: 130.07889033875864]
[docId: 924, similarityVal: 130.02652327196614]
[docId: 1390, similarityVal: 129.9772372495249]
[docId: 1245, similarityVal: 129.915511274026]
[docId: 1035, similarityVal: 129.902928563731]
[docId: 345, similarityVal: 129.8060044384875]
[docId: 98, similarityVal: 129.77867611524024]
[docId: 390, similarityVal: 129.77770702659706]
[docId: 1336, similarityVal: 129.77189758783578]
[docId: 167, similarityVal: 129.68219528922458]
[docId: 1395, similarityVal: 129.6031882301749]
[docId: 1084, similarityVal: 129.58439405631228]
[docId: 1066, similarityVal: 129.56062648091137]
[docId: 1253, similarityVal: 129.53773613868765]
[docId: 468, similarityVal: 129.53238330511934]
[docId: 1, similarityVal: 129.5170589108268]
[docId: 808, similarityVal: 129.5123626980881]
[docId: 575, similarityVal: 129.45398386386222]
[docId: 943, similarityVal: 129.42596723483794]
[docId: 1233, similarityVal: 129.2758676082497]
[docId: 12, similarityVal: 129.2484670699962]
[docId: 680, similarityVal: 129.20013190568068]
[docId: 1293, similarityVal: 129.1659364496525]
[docId: 1022, similarityVal: 129.15406744464278]
[docId: 1045, similarityVal: 129.13730402776613]
[docId: 464, similarityVal: 129.0745751596418]
[docId: 120, similarityVal: 129.06672049782964]
[docId: 926, similarityVal: 128.9243676618105]
[docId: 445, similarityVal: 128.86078774921157]
[docId: 792, similarityVal: 128.84895749509974]
[docId: 979, similarityVal: 128.82001874374498]
[docId: 664, similarityVal: 128.78271901765248]
[docId: 661, similarityVal: 128.7400312814965]
[docId: 93, similarityVal: 128.7216048431832]
[docId: 428, similarityVal: 128.67678160168373]
[docId: 425, similarityVal: 128.65754014420202]
[docId: 530, similarityVal: 128.64307995361904]
[docId: 228, similarityVal: 128.5763946478867]
[docId: 746, similarityVal: 128.5727582284762]
[docId: 827, similarityVal: 128.56085476728217]
[docId: 1364, similarityVal: 128.54069250642186]
[docId: 332, similarityVal: 128.536704966869]
[docId: 495, similarityVal: 128.43393338425037]
[docId: 767, similarityVal: 128.42327570049582]
[docId: 393, similarityVal: 128.40758381716853]
[docId: 458, similarityVal: 128.39444793143974]
[docId: 1352, similarityVal: 128.38754053769748]
[docId: 39, similarityVal: 128.3801286805936]
[docId: 1050, similarityVal: 128.3455336595296]
[docId: 878, similarityVal: 128.33494097924446]
[docId: 58, similarityVal: 128.31306147653487]
[docId: 1304, similarityVal: 128.25406618345392]
[docId: 1391, similarityVal: 128.24190603360722]
[docId: 11, similarityVal: 128.19381498288902]
[docId: 564, similarityVal: 128.1819211245319]
[docId: 775, similarityVal: 128.09520293271126]
[docId: 1122, similarityVal: 128.0805691619667]
[docId: 658, similarityVal: 128.0015459811896]
[docId: 134, similarityVal: 127.97445682370702]
[docId: 934, similarityVal: 127.90429732309762]
[docId: 857, similarityVal: 127.90058700782164]
[docId: 391, similarityVal: 127.89839765174172]
[docId: 193, similarityVal: 127.82760663433255]
[docId: 1239, similarityVal: 127.8227054771556]
[docId: 593, similarityVal: 127.78515582986424]
[docId: 1328, similarityVal: 127.77019931119416]
[docId: 921, similarityVal: 127.7419332915122]
[docId: 822, similarityVal: 127.67738874264329]
[docId: 1081, similarityVal: 127.67134970950565]
[docId: 539, similarityVal: 127.64085774253267]
[docId: 51, similarityVal: 127.61295127651834]
[docId: 646, similarityVal: 127.57610363273989]
[docId: 383, similarityVal: 127.5357627631786]
[docId: 719, similarityVal: 127.49866124189712]
[docId: 688, similarityVal: 127.47209373971455]
[docId: 966, similarityVal: 127.46742756939018]
[docId: 413, similarityVal: 127.39942131507287]
[docId: 1034, similarityVal: 127.37627427045216]
[docId: 523, similarityVal: 127.35115573658109]
[docId: 85, similarityVal: 127.33821687911436]
[docId: 1037, similarityVal: 127.32808050828496]
[docId: 1297, similarityVal: 127.29892123497574]
[docId: 783, similarityVal: 127.28324470084551]
[docId: 1367, similarityVal: 127.2254525335578]
[docId: 1370, similarityVal: 127.14027196570731]
[docId: 1019, similarityVal: 127.11211919732135]
[docId: 258, similarityVal: 127.0777132212347]
[docId: 97, similarityVal: 126.985474179651]
[docId: 623, similarityVal: 126.91453700495383]
[docId: 155, similarityVal: 126.74900328026756]
[docId: 678, similarityVal: 126.66457983877012]
[docId: 309, similarityVal: 126.65884477445672]
[docId: 456, similarityVal: 126.62747120303064]
[docId: 1283, similarityVal: 126.53530400111619]
[docId: 1393, similarityVal: 126.48456233653896]
[docId: 1382, similarityVal: 126.45542329360521]
[docId: 373, similarityVal: 126.41085449740827]
[docId: 1186, similarityVal: 126.40721206181742]
[docId: 802, similarityVal: 126.37359522355888]
[docId: 160, similarityVal: 126.24966512503224]
[docId: 79, similarityVal: 126.24518065435117]
[docId: 1155, similarityVal: 126.24491847560307]
[docId: 965, similarityVal: 126.1642269187468]
[docId: 559, similarityVal: 126.10208971376757]
[docId: 1361, similarityVal: 126.0868123057025]
[docId: 1121, similarityVal: 126.08163355457097]
[docId: 205, similarityVal: 126.02888150768867]
[docId: 574, similarityVal: 125.95810930218123]
[docId: 489, similarityVal: 125.95497801377054]
[docId: 1080, similarityVal: 125.89758995294133]
[docId: 1227, similarityVal: 125.88230957552668]
[docId: 1132, similarityVal: 125.87925940877214]
[docId: 1118, similarityVal: 125.87216397811252]
[docId: 1324, similarityVal: 125.86352990200243]
[docId: 44, similarityVal: 125.7632667768661]
[docId: 1174, similarityVal: 125.71754287636611]
[docId: 1209, similarityVal: 125.69710815813418]
[docId: 69, similarityVal: 125.69057607390717]
[docId: 300, similarityVal: 125.66012205081856]
[docId: 915, similarityVal: 125.58125738954337]
[docId: 645, similarityVal: 125.57745098313221]
[docId: 147, similarityVal: 125.53833145493525]
[docId: 1129, similarityVal: 125.51043280672582]
[docId: 557, similarityVal: 125.47883654598034]
[docId: 1069, similarityVal: 125.45843577975764]
[docId: 267, similarityVal: 125.41613303170503]
[docId: 1268, similarityVal: 125.40904788585996]
[docId: 378, similarityVal: 125.40059967326746]
[docId: 1255, similarityVal: 125.35993271701186]
[docId: 189, similarityVal: 125.32846154687802]
[docId: 1179, similarityVal: 125.23194506228305]
[docId: 937, similarityVal: 125.22410645667054]
[docId: 1295, similarityVal: 125.20826387413616]
[docId: 195, similarityVal: 125.1637537206838]
[docId: 753, similarityVal: 125.07937662147813]
[docId: 978, similarityVal: 125.05483085726345]
[docId: 29, similarityVal: 125.04445094189167]
[docId: 96, similarityVal: 125.01090712771209]
[docId: 830, similarityVal: 125.00768274083137]
[docId: 538, similarityVal: 125.00230319082895]
[docId: 1052, similarityVal: 124.97921876615474]
[docId: 1075, similarityVal: 124.96780093146724]
[docId: 936, similarityVal: 124.94635424617529]
[docId: 1151, similarityVal: 124.9177376679056]
[docId: 182, similarityVal: 124.9105493776265]
[docId: 1082, similarityVal: 124.86943554845556]
[docId: 657, similarityVal: 124.81206489278628]
[docId: 659, similarityVal: 124.79834406097817]
[docId: 536, similarityVal: 124.75222069222048]
[docId: 1009, similarityVal: 124.73850651556872]
[docId: 303, similarityVal: 124.73372936204453]
[docId: 389, similarityVal: 124.64563225758666]
[docId: 641, similarityVal: 124.58998147119314]
[docId: 252, similarityVal: 124.58105003607356]
[docId: 444, similarityVal: 124.57346666913782]
[docId: 633, similarityVal: 124.57225958522538]
[docId: 466, similarityVal: 124.5685317123139]
[docId: 571, similarityVal: 124.50632478778797]
[docId: 612, similarityVal: 124.49873278080334]
[docId: 820, similarityVal: 124.48745144593302]
[docId: 1322, similarityVal: 124.48449390111094]
[docId: 862, similarityVal: 124.46949791902875]
[docId: 225, similarityVal: 124.456113691077]
[docId: 459, similarityVal: 124.44236793424471]
[docId: 257, similarityVal: 124.43519954702163]
[docId: 628, similarityVal: 124.41207036355783]
[docId: 375, similarityVal: 124.38568351423575]
[docId: 1337, similarityVal: 124.371607860533]
[docId: 815, similarityVal: 124.33953750572795]
[docId: 227, similarityVal: 124.32567453785575]
[docId: 247, similarityVal: 124.28372658212429]
[docId: 670, similarityVal: 124.21393611861554]
[docId: 1353, similarityVal: 124.21091285765357]
[docId: 800, similarityVal: 124.18900370867911]
[docId: 285, similarityVal: 124.18047823290921]
[docId: 744, similarityVal: 124.03011047050624]
[docId: 397, similarityVal: 124.01396770559558]
[docId: 112, similarityVal: 124.01240942743752]
[docId: 229, similarityVal: 124.00450236233935]
[docId: 736, similarityVal: 123.9703296290743]
[docId: 518, similarityVal: 123.93856979584471]
[docId: 404, similarityVal: 123.9168132197918]
[docId: 953, similarityVal: 123.90595042755257]
[docId: 1220, similarityVal: 123.87776296109156]
[docId: 954, similarityVal: 123.87763879470506]
[docId: 461, similarityVal: 123.86986092310124]
[docId: 497, similarityVal: 123.82010746220423]
[docId: 348, similarityVal: 123.7820823029904]
[docId: 493, similarityVal: 123.77493627472498]
[docId: 704, similarityVal: 123.71154386763997]
[docId: 1254, similarityVal: 123.71126641965826]
[docId: 1012, similarityVal: 123.70792039431683]
[docId: 1199, similarityVal: 123.69372014064137]
[docId: 1099, similarityVal: 123.68002004324632]
[docId: 560, similarityVal: 123.65664772978296]
[docId: 487, similarityVal: 123.6529297596369]
[docId: 171, similarityVal: 123.65037848322802]
[docId: 1273, similarityVal: 123.64811279999726]
[docId: 903, similarityVal: 123.59436347130111]
[docId: 592, similarityVal: 123.56145183578862]
[docId: 552, similarityVal: 123.55537342427142]
[docId: 1149, similarityVal: 123.4663039336498]
[docId: 1285, similarityVal: 123.45378756656386]
[docId: 115, similarityVal: 123.3544307124845]
[docId: 650, similarityVal: 123.34507616906106]
[docId: 945, similarityVal: 123.33821746030281]
[docId: 117, similarityVal: 123.33205725505186]
[docId: 1371, similarityVal: 123.30976804182136]
[docId: 1384, similarityVal: 123.24469248908372]
[docId: 1134, similarityVal: 123.23120647989197]
[docId: 274, similarityVal: 123.16709478904929]
[docId: 1280, similarityVal: 123.12959003862379]
[docId: 967, similarityVal: 123.1154685537977]
[docId: 963, similarityVal: 123.07042319677937]
[docId: 549, similarityVal: 123.06506530130467]
[docId: 201, similarityVal: 123.0568046044285]
[docId: 30, similarityVal: 122.9445601300257]
[docId: 280, similarityVal: 122.93426511771275]
[docId: 1042, similarityVal: 122.89994248626428]
[docId: 16, similarityVal: 122.87393002890781]
[docId: 101, similarityVal: 122.8523489233406]
[docId: 110, similarityVal: 122.83523314259924]
[docId: 293, similarityVal: 122.7800432277622]
[docId: 1188, similarityVal: 122.72994594117026]
[docId: 256, similarityVal: 122.7185367796171]
[docId: 1279, similarityVal: 122.69744938637761]
[docId: 1265, similarityVal: 122.6449254001882]
[docId: 339, similarityVal: 122.62702837572951]
[docId: 340, similarityVal: 122.61881520246293]
[docId: 230, similarityVal: 122.60753683077431]
[docId: 1056, similarityVal: 122.60222634007435]
[docId: 387, similarityVal: 122.5998770639728]
[docId: 683, similarityVal: 122.53754985663866]
[docId: 809, similarityVal: 122.4984074751473]
[docId: 206, similarityVal: 122.4924095805429]
[docId: 836, similarityVal: 122.40789278836752]
[docId: 28, similarityVal: 122.38536440191079]
[docId: 1387, similarityVal: 122.37800424609127]
[docId: 385, similarityVal: 122.35189449777205]
[docId: 1207, similarityVal: 122.29755897727945]
[docId: 785, similarityVal: 122.25870853414732]
[docId: 316, similarityVal: 122.2185929987375]
[docId: 993, similarityVal: 122.21242390564643]
[docId: 1290, similarityVal: 122.20974472533315]
[docId: 855, similarityVal: 122.19826814668778]
[docId: 1161, similarityVal: 122.16043105557571]
[docId: 876, similarityVal: 122.15595335952756]
[docId: 637, similarityVal: 122.13284433421664]
[docId: 269, similarityVal: 122.1058284799096]
[docId: 343, similarityVal: 122.0891844806331]
[docId: 443, similarityVal: 122.0525202119413]
[docId: 34, similarityVal: 122.03032262476253]
[docId: 209, similarityVal: 122.01199634850826]
[docId: 577, similarityVal: 121.99852935783056]
[docId: 324, similarityVal: 121.93525605203737]
[docId: 841, similarityVal: 121.88344850543821]
[docId: 439, similarityVal: 121.87179127822087]
[docId: 440, similarityVal: 121.85661396895259]
[docId: 874, similarityVal: 121.83879149915302]
[docId: 418, similarityVal: 121.79675483833478]
[docId: 828, similarityVal: 121.77737122488689]
[docId: 1240, similarityVal: 121.7671950987718]
[docId: 652, similarityVal: 121.71758283682338]
[docId: 1354, similarityVal: 121.70577413344284]
[docId: 1243, similarityVal: 121.67444591313681]
[docId: 388, similarityVal: 121.6691681236052]
